""f5fbe39c-018e-4998-a490-d4ca682a41d5""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""bbafd27f-763c-4fd2-bf39-20f6956fb86e""|1|""|"" ""
""8fb8c038-0ff0-4560-b70f-cb75d07ee9c8""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9e559d0c-67c5-471a-afc1-951992ff2259""|1|""|"" ""
""ff0c7ef8-8798-4f26-93aa-3ef077a1f648""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""c1e89f8f-4bf4-44de-be41-044f8c0250fa""|1|""|"" ""
""91e22533-bb9d-4743-b5ca-886f3edae333""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""73afecdc-10d3-4b8d-bcb2-2bb9541ffe64""|1|""|"" ""
""5db0d623-acc6-4c51-b1e7-e94a9ad71b14""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""36ba4f18-4f30-47cf-95a6-87eda13b812c""|1|""|"" ""
""75e942df-cde6-4b9e-84c5-f1e0aac97751""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d04b2e0c-aaa1-4f37-b90f-76001dbc3bc9""|1|""|"" ""
""f34378c7-e520-4bd9-8b1d-ac0402a4bd0c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""72675079-ef42-433c-b6e6-afee26fbd5a1""|1|""|"" ""
""ce8708d7-1132-46ce-8a61-79ccef5dbdcc""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""49394345-0901-4a32-810f-db7eaaf2e9ce""|1|""|"" ""
""82e18203-8bed-4777-ab4b-277cf5c6b63f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""bb8a1704-619e-42e7-a898-cfe619b5c062""|1|""|"" ""
""54e99074-eadd-41ef-96cb-7550f3a93b81""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""2d4e8456-65c7-40cb-bf27-7e3fb9c2a341""|1|""|"" ""
""46b1806f-4676-45cd-b93f-94ca94c6283a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5934527f-ea76-426d-8680-7df844025fc2""|1|""iris_stations_1443912571.jpg""|"" ""
""77ec3364-8234-4995-8e12-493ff66a576a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5934527f-ea76-426d-8680-7df844025fc2""|2|""iris_stations_1443912678.jpg""|"" ""
""d1fda4ac-9a03-4c7d-af73-cd0ae81759b5""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d3773fd1-3713-47e2-aed1-a6450fa37a79""|1|""|"" ""
""04ae7670-3d4e-41e3-9618-b57d4a125fb9""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""97187af9-a8e0-43c4-a19a-d4732c6748ea""|1|""|"" ""
""565e3c31-7f6b-42d3-8f03-fcd198bb210d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4a63e865-5681-42d4-ada8-ef755e2869d6""|1|""iris_stations_1442545887.jpg""|"" ""
""e4bebd82-d760-44ae-9904-2db15b603ccc""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4a63e865-5681-42d4-ada8-ef755e2869d6""|2|""iris_stations_1442546103.jpg""|"" ""
""80a97bf3-cd1c-48bc-8eaf-0eb637d349bb""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4a63e865-5681-42d4-ada8-ef755e2869d6""|3|""iris_stations_1442546107.jpg""|"" ""
""1d601591-c364-4cf1-a8f1-f3347a974d9b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""15001948-3e82-4060-88ff-1cbb8ed694bb""|1|""|"" ""
""3cf70276-bf90-4ef3-82b1-b667c8027c21""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""83963fb9-cae5-464f-a771-d95cf5d406ab""|1|""iris_stations_1443921674.jpg""|"" ""
""7c93caa8-bea3-4489-9947-af5b10b6acdf""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""ff77d486-0c55-4251-994f-9cda2f34f3ed""|1|""iris_stations_1443159018.jpg""|"" ""
""5d569c74-9ecf-4b6d-b31f-dd9f54c80142""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b6476dbf-6dbf-4fb5-95d9-edfc53e60e98""|1|""|"" ""
""df15f755-d467-457c-98aa-391236b91db9""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5235a689-e655-4bb3-8e26-b7bf469b4b5d""|1|""|"" ""
""555b9acf-b23b-42e5-acc5-f92b5ef9881c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b65c36b3-40bb-43f3-8a0f-78807208d6c7""|1|""|"" ""
""5f841eac-2cc9-4541-b7e8-f97d819630f8""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9221f0a6-281d-452a-8cbc-b5d4975ed27c""|1|""|"" ""
""694afea6-12dc-4020-8423-4a8d18158c67""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""2d886c93-bb33-4f29-acdb-0dd9d4412762""|1|""|"" ""
""5982c32d-7b1f-4a0a-9bdb-0b20f23aab7c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3ad0e29b-01ea-4b94-b09f-d734c93d175f""|1|""|"" ""
""c6b1372c-535b-4437-b297-34364feb4a35""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""863d3d63-452c-41be-aa50-01228227df03""|1|""iris_stations_1443920510.jpg""|"" ""
""bc409bbe-e35b-4bca-b2c3-d455ff4368a8""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""863d3d63-452c-41be-aa50-01228227df03""|2|""iris_stations_1443920522.jpg""|"" ""
""95c40fc0-1d59-4037-82a3-badbcd233df6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""863d3d63-452c-41be-aa50-01228227df03""|3|""iris_stations_1443920530.jpg""|"" ""
""2b1008c2-0d3b-4682-9fd9-38ef2d3281c1""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0cdc228c-1c2e-4776-9264-333f0f2bbe9e""|1|""|"" ""
""9f43490e-9287-4720-9ca8-3bf8330d0982""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""87dd3506-f90f-48ec-ad70-b756af52d765""|1|""|"" ""
""530aa458-cc2c-401c-8c5c-0f84edb46066""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""89f1ac98-4820-4c1d-8770-79ec7225c2a6""|1|""|"" ""
""50b5e16a-b904-456f-b6b6-bef4e5c89d08""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""12859002-39d8-48d6-9192-f771af967342""|1|""|"" ""
""cf5905ac-a113-4117-9998-ec3afe8c262d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""919f43fd-a23b-46b7-8d9c-e48f86ac9d5c""|1|""|"" ""
""5a28b051-6c7a-448e-ac81-111c7afa3cf7""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4413bb2a-e974-4625-9a8b-08b3b01fcea6""|1|""|"" ""
""e8e86680-bcbc-416f-96e3-54a989f48b66""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0dcfbb8f-a18f-4647-9108-67b83ff4b3b7""|1|""|"" ""
""3cad69bd-99e9-427e-9cff-a1f3516de088""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9067fd46-066a-4e1a-9f31-8f389578a03b""|1|""iris_stations_1445733841.jpg""|"" ""
""ecd17d71-a555-40ee-9275-eab1bb8e4b91""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9067fd46-066a-4e1a-9f31-8f389578a03b""|2|""iris_stations_1445734150.jpg""|"" ""
""14a3d45a-d8d8-4f49-a86f-236d4bba2beb""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""59d6a2fd-dea5-458d-b7fe-e8648a7676b3""|1|""|"" ""
""8ce4b0e7-2910-41c5-8cf2-cfca106a0a3c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""1b5706e3-0c39-488d-8868-d8cece5385bf""|1|""iris_stations_1443912843.jpg""|"" ""
""b9ca7ce3-54b4-4574-a861-cd95e18f1bab""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""1b5706e3-0c39-488d-8868-d8cece5385bf""|2|""iris_stations_1443912853.jpg""|"" ""
""f71b006b-57f0-4ac7-bd78-e9e8f5697331""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0f4ec529-e19a-40e6-86f2-7f012eae21ee""|1|""iris_stations_1443919059.jpg""|"" ""
""c23021d4-cb77-4957-b621-500e8ec54081""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0f4ec529-e19a-40e6-86f2-7f012eae21ee""|2|""iris_stations_1443919449.jpg""|"" ""
""5e782944-d849-4008-bc34-35d0665e3d87""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0f4ec529-e19a-40e6-86f2-7f012eae21ee""|3|""iris_stations_1443919875.jpg""|"" ""
""907367d7-d3d7-447c-a0d4-283dc6fe495d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""beabd4d3-11df-45ac-9f37-533cf40e0a19""|1|""|"" ""
""003b6421-5c29-49b7-8211-d2bebe9c4cd3""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""e109abb9-4b8e-45ee-8985-7e088c49ca8d""|1|""|"" ""
""c07fc20f-cf27-4a48-9bfe-4d721809d639""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d0fbc3de-93e6-425a-8317-8fee611a57b2""|1|""iris_stations_1443159223.jpg""|"" ""
""018f2b6c-7c1e-4ee1-b41d-c51c1d43a75d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d0fbc3de-93e6-425a-8317-8fee611a57b2""|2|""iris_stations_1443773329.JPG""|"" ""
""98809f5d-9032-4345-a5db-e702c7d87fa8""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d0fbc3de-93e6-425a-8317-8fee611a57b2""|3|""iris_stations_1443773358.jpg""|"" ""
""ae55a00b-f9f6-479a-b8fa-dde9c6c7d3b8""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""2987c583-96ef-46bd-8725-041ef60851bf""|1|""|"" ""
""06a16865-1e10-4e1b-a2a4-3abe9931c88e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""357ccf18-9648-4113-b0cb-7bd7ee451119""|1|""|"" ""
""056b37cd-2f19-42d6-a130-b13a732493c1""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a5d1f3f6-2e96-4600-9f12-47e5a6cc87fa""|1|""iris_stations_1445244568.jpg""|"" ""
""4c7f2927-8eb7-4d6f-b3ef-7e1e098b4262""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a5d1f3f6-2e96-4600-9f12-47e5a6cc87fa""|2|""iris_stations_1445244575.jpg""|"" ""
""79d2a561-efa7-4f0c-be26-f65f2b113dae""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""8be97e79-a521-4db7-b13b-02fd83a530d7""|1|""|"" ""
""4303d28e-6ba5-417a-b833-2e1d5547213e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""aa5832b8-728e-4ade-a574-b314f21e2638""|1|""|"" ""
""03794650-3d27-4201-941a-05a81169d7c2""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""cc6612ea-3c44-4885-aa11-b45b22c2d344""|1|""iris_stations_1442544910.jpg""|"" ""
""69415009-997e-4ae5-b7d7-336fb0e815c6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""cc6612ea-3c44-4885-aa11-b45b22c2d344""|2|""iris_stations_1443158822.jpg""|"" ""
""024e21aa-02e4-4e83-bb38-16a440ef544c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""cc6612ea-3c44-4885-aa11-b45b22c2d344""|3|""iris_stations_1443773288.JPG""|"" ""
""aecb10d8-a107-45cc-8249-3452f6cc7cf1""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""7f77887e-ab07-472b-9d16-487d41a70a0c""|1|""|"" ""
""3b7e99bb-8a65-4ca0-9367-c18021693b3f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b0024693-07b1-4e0d-b074-a59324237243""|1|""iris_stations_1443919815.jpg""|"" ""
""1611147b-793c-4c49-9f9e-d963c8c62e6d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b0024693-07b1-4e0d-b074-a59324237243""|2|""iris_stations_1443919830.jpg""|"" ""
""3f422741-aac5-430d-b2be-8cf30c045579""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4d597a79-4a6a-4e2a-ba9b-fb3a880e324d""|1|""|"" ""
""f9b418d8-bba4-4c4f-acd9-d5e90b6f0e85""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""7a87ec1e-452e-4e4c-a95a-da29a348abaf""|1|""|"" ""
""6441af50-6b93-44fb-83aa-62046a6fa8b2""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""62310b7b-5480-4ef7-ace3-bb30cc9dd12a""|1|""|"" ""
""2eb90bc0-2c91-482a-82c9-2d211d8b7360""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""c39c1b84-c6a0-4b97-9f63-35fdb274e2e8""|1|""|"" ""
""4cace537-ff5f-46f2-8665-87d3168cc632""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5f8c861a-879a-4ca3-92b0-8125c1d1c8f0""|1|""|"" ""
""ee7a22d8-b7d3-422c-8eb1-01f1718b8937""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a090e080-b8c8-45b8-a4d4-997ee5aacaa4""|1|""iris_stations_1445921999.jpg""|"" ""
""44ea269a-e53e-438d-aa53-97c2947608ca""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""16f2e877-b7fd-4216-a6c1-d56e733071b8""|1|""|"" ""
""2325e9a9-7f9d-449b-b542-a7407d70191a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""bffdee9e-9fd6-4ac2-a928-889a73bd4fe7""|1|""|"" ""
""85bcf6fd-fa05-476f-bcf2-8eea030e0557""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""24a32ff8-e8e6-460a-bcf8-e36f34c95081""|1|""|"" ""
""9a942d55-6b6f-4f87-891c-ce4dc3b0ad97""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""1c4afffe-99a4-4094-af7d-ef2faf184f33""|1|""|"" ""
""e5e4bbdf-96f9-4fdb-a964-0ed13285a495""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b1486023-91b7-4b66-93a6-348f15fd99bf""|1|""iris_stations_1444377363.jpg""|"" ""
""7bade8b1-ec89-4246-9c01-3693b5a2a33b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b1486023-91b7-4b66-93a6-348f15fd99bf""|2|""iris_stations_1444377371.jpg""|"" ""
""4edae7ed-f042-4dca-9e07-d2dba546f13f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""f9eef5cb-a0b1-4659-ad6f-9d1e0ce33c5c""|1|""iris_stations_1447403175.jpg""|"" ""
""22de14c2-e5bb-45ae-ad8a-32dff835c75b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""539e5017-2942-414b-9e06-92c755f19612""|1|""|"" ""
""0cb5b7d4-aeb2-4ecc-84d7-7af2727b7493""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""cbcc3dfa-6193-4364-b5a6-157dd55c44dd""|1|""iris_stations_1443922108.jpg""|"" ""
""b397f9e4-28dd-47a4-a59b-d474b61c6f97""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""cbcc3dfa-6193-4364-b5a6-157dd55c44dd""|2|""iris_stations_1443922118.jpg""|"" ""
""2822bb82-0b2b-4c50-b340-b4fb243e81dc""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""cbcc3dfa-6193-4364-b5a6-157dd55c44dd""|3|""iris_stations_1443922127.jpg""|"" ""
""9f5b56ba-43dd-48d0-a5e1-56a59d321713""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""481702b7-29cf-4800-a426-de5d0d2595c1""|1|""iris_stations_1443159769.jpg""|"" ""
""84b60b2f-33b8-4479-b1bd-48f4c2adbca5""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""481702b7-29cf-4800-a426-de5d0d2595c1""|2|""iris_stations_1443773392.JPG""|"" ""
""480a5158-1778-4de6-a092-35650103ae11""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""6e8586f8-a96e-444c-b6c2-7741b01110c4""|1|""iris_stations_1443159630.jpg""|"" ""
""e0123bb2-9240-44f2-a1d1-b2bcf20af894""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""6e8586f8-a96e-444c-b6c2-7741b01110c4""|2|""iris_stations_1443159638.jpg""|"" ""
""e1278594-f29c-4614-b14c-2884af1a6394""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""6e8586f8-a96e-444c-b6c2-7741b01110c4""|3|""iris_stations_1443159643.jpg""|"" ""
""df6c3b35-a062-4816-8bdb-a590375703bd""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""541fd545-1f9f-4e50-9310-7ab436657b09""|1|""iris_stations_1443159568.jpg""|"" ""
""7912fe87-2372-4245-8e8d-7b44bfbc636e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""541fd545-1f9f-4e50-9310-7ab436657b09""|2|""iris_stations_1443159574.jpg""|"" ""
""e565b206-84e3-4354-9438-8492476108b2""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""541fd545-1f9f-4e50-9310-7ab436657b09""|3|""iris_stations_1443159580.jpg""|"" ""
""73b140aa-a0b8-4d21-99b3-89924bff7b3c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""04d526b6-6b98-408c-9dbd-184cbca0b3a4""|1|""|"" ""
""56454a56-6d4d-4253-b53a-f9617e90f95b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""ff9c0926-2aef-4646-9043-808bd23697c7""|1|""|"" ""
""3c8ca202-4c75-46d6-b7d6-5a373ae8e3b2""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d11dac29-2c88-467a-872b-774a99f03023""|1|""iris_stations_1443165441.jpg""|"" ""
""8173409b-280e-41fc-91a5-1daa88392408""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d11dac29-2c88-467a-872b-774a99f03023""|2|""iris_stations_1443165462.jpg""|"" ""
""72bd1363-743f-4677-9f00-ea66c29c2294""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d11dac29-2c88-467a-872b-774a99f03023""|3|""iris_stations_1443165468.jpg""|"" ""
""d9a6d93f-5dc3-4cd7-a764-e6043bc5069e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""329d2b53-7ddf-4699-b488-8e951e9b7a62""|1|""|"" ""
""e7c70ebb-8197-4c53-ade4-a59802f67017""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9f39faee-0357-4fe2-8f37-73bdcb04dd0e""|1|""iris_stations_1443924527.jpg""|"" ""
""616995d0-21e5-4c4a-bb73-e7b589bdff44""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9f39faee-0357-4fe2-8f37-73bdcb04dd0e""|2|""iris_stations_1443924539.jpg""|"" ""
""ac5da5ad-611d-475e-a9f3-53d638c78ce2""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9f39faee-0357-4fe2-8f37-73bdcb04dd0e""|3|""iris_stations_1443924548.jpg""|"" ""
""c4b0e39b-2f9f-4c73-a5a5-70a9d67250fe""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""eb9b29f5-26a6-4734-b38a-5fc84d635272""|1|""|"" ""
""faff7a72-aabc-4f90-8d73-6ee23b4f8e83""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""98418aa1-29eb-40eb-a76b-561435d8363b""|1|""|"" ""
""9c08d5d0-af42-41fe-854b-49bd7a15045b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3c818891-dd9e-4a6a-ae09-f83f55f4599c""|1|""|"" ""
""690b1e2b-83cd-49a8-9fb8-e807e5b32770""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""bec0608e-6acf-41b2-b685-273ee2011968""|1|""|"" ""
""1a4e7530-766b-4371-8442-bf62421ccbd3""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""830ad7ae-ae2c-420e-be0b-e23a3b635c6b""|1|""iris_stations_1443925401.jpg""|"" ""
""036b0971-1847-490f-ae52-f687bac427ea""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""830ad7ae-ae2c-420e-be0b-e23a3b635c6b""|2|""iris_stations_1443925432.jpg""|"" ""
""fec0a5dc-58a6-4567-be30-a315f18dcd93""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""00a577b5-0a8b-44ba-bf3b-598fc4c92996""|1|""|"" ""
""4cc1db6b-b893-4aa8-8909-ef55dd4cf82e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""7e74e8a9-5fa5-4def-9b59-daffd60798ea""|1|""|"" ""
""60938b5c-cef1-4020-9cac-ab500b23c83f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""bbe5ebed-a4d7-4e68-bf23-9dce72128581""|1|""|"" ""
""3efd01c1-5aa7-4eec-b0f0-6e470125bf16""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""55cc5794-bedd-45fc-9103-518822a4a55d""|1|""|"" ""
""039e6866-ef70-4584-807f-778d701834b0""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""94555b88-2fc2-423f-bb3e-a6a7c2ed6cea""|1|""|"" ""
""1a16745a-7fdc-4e80-bc50-d3f6741e14b1""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""bf46ce7c-a1aa-4636-96a9-c975240e3d56""|1|""|"" ""
""3141d66d-2a59-4b2c-a661-927273f69942""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""fe9a43a4-0015-45e3-9e99-0a65364d121d""|1|""|"" ""
""1709daa2-d8b7-491d-9a0a-bd109a0508fa""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""8bdc746e-c06f-40b9-9fab-5164582c5f20""|1|""iris_stations_1447401301.jpg""|"" ""
""fcdee3fe-95c5-4fdc-9e88-1c8eec31ebb1""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""8bdc746e-c06f-40b9-9fab-5164582c5f20""|2|""iris_stations_1447401310.jpg""|"" ""
""279e2a0a-026c-4d63-9a43-3a3e26ee1b2b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""dc1c8970-9df6-485b-ac58-4f810e1cb257""|1|""|"" ""
""068e1561-b6ac-4d6a-a1dd-ce112315e15f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b51c2fcb-6323-437e-a64d-f9c348189cff""|1|""|"" ""
""160a6f33-f3c6-42d1-8c31-cf4568aee2a5""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""f8ce66ea-b341-47e4-95dc-6ef96f4780cd""|1|""|"" ""
""4442fba6-34fc-4c6d-9509-23f790be2239""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d8ab0aa9-faa6-421b-9763-790d04a12e5f""|1|""|"" ""
""3c474b68-91ea-4f6d-b73b-c36e9cc7d994""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""02acd1f0-0b9e-4dee-867c-b709eae92e9b""|1|""|"" ""
""0fa38b32-b91c-4dc6-84bb-bc143f1801c6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""8b65a09c-a6ce-44fe-9fe4-47aeeada991a""|1|""|"" ""
